Location.City,Location.State,Data.Shape,Data.Description excerpt,Dates.Sighted.Year
atlantic beach,FL,triangle,Hovering triangle cratf with orange/white red lights,2011
bartow,FL,triangle,Re: Silent V-shaped aircraft,2002
belle glade,FL,triangle,Belle Glade&#44 Florida&#8212;March 13&#44 2006&#9;  Driving north from Key Largo&#44 Florida around the time of three A.M.&#44 we (my boyfriend&#44 Fred Brosn,2006
boca raton,FL,triangle,3 objects sighted in Boca Raton,2014
boca raton,FL,triangle,Translucent white/green glowing triangle.,2009
boca raton,FL,triangle,Two objects in the sky were spaced evenly apart. Both were Triangle in shape. Each triangle craft looked like there 3 balls all attache,2003
boca raton,FL,triangle,Silent&#44 single gold light flying very quickly. Changes direction several times.,2013
boca raton,FL,triangle,UFO over Boca Raton&#44 FL?,2000
boynton beach,FL,triangle,Large white trident shape craft with flowing wispy undulating tail seen in sky south florida&#44 boynton beach on 09/23/08.,2008
boynton beach,FL,triangle,6 orange triangular craft flying north to south&#44 flying in pairs of 2&#44 about a minute apart....very bright and very fast.,2014
bradenton,FL,triangle,Bright orange triangle shaped lights over Bradenton&#44 Florida,2011
bradenton,FL,triangle,red-amber colored lights in the shape of a triangle&#44 one light in middle moving at a low altitude at a slow rate of speed.,2011
brandon,FL,triangle,triangle SHIP 60 to 80 feet high&#44SPEED 3 TO 5 MPH&#44I SAW IT ALL&#44....................,1985
bunnell,FL,triangle,three large lights in the sky-triangular object no noise or movement-very low to the ground,2007
bushnell,FL,triangle,I saw a slow moving triangle shaped craft moving northward. It&#39s perimeter was light up a burgundy color.,1989
cape canaveral,FL,triangle,Astronomer spots triangle with white inlaid lights passing silently at low altitude.,2014
cape coral,FL,triangle,huge vehicle trying to be invisible and doing a good job.....we dont have this...do we..no sound,2010
cape coral,FL,triangle,I never reported this&#44 but since I found this website&#44 thought I would in case anyone else may have reported something around the same,1993
cape coral,FL,triangle,large triangle shaped almost transparent craft traveling low and slow with no lights or sound.,2010
cedar key,FL,triangle,I could hear and see it&#44 close encounter.,1995
celebration,FL,triangle,Traingle over Celebration Florida a few minutes past Midnight,2009
chuluota,FL,triangle,Light in the sky that stopped time,1971
clearwater,FL,triangle,CRAZY UFO SIGHTINGS,2009
clearwater,FL,triangle,bright light to east split to 3 triangle 1 hovered and 2 dropped.  ((NUFORC Note:  Titan 4 launch from Cape Canaveral.  PD)),2003
clearwater,FL,triangle,I think I saw the TR-3B/Aurora aircraft tonight&#8230;,2013
clearwater,FL,triangle,I first witness this with my father&#44 a rumbling noise outside. the sound would last about 1 minute&#44 then about 30 seconds later you cou,2013
clermont,FL,triangle,On Nov.19th&#442002&#44at 5:00am &#44I saw 2 dark brown&#44triangular shaped aircrafts fly quietly from west to east,2002
clermont,FL,triangle,Very low slow triangular craft with bright white lights.,2014
cocoa beach,FL,triangle,Very large very slow moving triangle shaped craft&#44 no sound east bound over B-line Expswy between Orlando&amp; Cocoa Bch &#44 June-July 1975,1975
cocoa beach,FL,triangle,The triangle shaped object seemed just a few yards above us&#44 it made no sound&#44 no wind and no lights.,2001
cocoa beach,FL,triangle,White glowing object flys near Kennedy Space Center at an extreme speed,2013
coconut creek,FL,triangle,JUST SAW THREE BIG WHITE LIGHTS MOVING IN A TRIANGLE FORMATION AT 5:00 AM. IT WAS TOO DARK TO SEE AN OBJECT JUST THE LIGHTS. THE SKY WA,2012
cooper city,FL,triangle,Couple witness arrowhead triangle&#44 w/ 7 lights&#44 streak overhead during night launch of Space Shuttle.,1989
coral springs,FL,triangle,we saw a dark figure outside the window. at first we thought it was a man. A naked man in the middle of the road. but after about half,2003
coral springs,FL,triangle,On June 18th(?)&#44 2005 a long triangle traveled slowly at 34 degrees in the eastern sky (from florida)&#44 then faded.,2005
coral springs,FL,triangle,I was crossing a corner on a street at night and I looked to the right and I see a unidentifiable flying object about cloud high. I saw,2012
coral springs,FL,triangle,Right over the top of me and so close I may have been able to hit it with a rock,1977
cortez,FL,triangle,Triangular convoy of ships crossing the sky over Anna Maria Island during thunder storm,2012
crestview,FL,triangle,White flashes in the sky and a triangular craft with three red lights.,2014
crestview,FL,triangle,White&#44 triangular object (shaped like a long&#44 narrow paper airplane) observed moving silently in broad daylight.,1996
cross city,FL,triangle,In moonless but bright star country sky&#44 Dark Triangular shape follows family  in car.,1990
cudjoe key,FL,triangle,Three flashing red lights in a triangle formation. Completely motionless&#44 quite high in the air. It is a windy night so such stability,2012
daytona beach,FL,triangle,Four black triangles see close up.,1999
daytona beach,FL,triangle,Triangle of nine lights over Daytona Beach.,2008
daytona beach,FL,triangle,The UFO we saw in Daytona was most likely the TR-B3 or the XT-33&#44  huge secret military reconnaissance aircraft.,2007
deerfield beach,FL,triangle,I saw a boomerang/triangle shaped object sort of swimming through the air. It moved like a jelly fish and looked like it was plasma.,2005
delray beach,FL,triangle,My 11 year old son and myself driving north on Military Trial saw bright light in sky.,1998
delray beach,FL,triangle,Very large&#44 slow moving triangle,2011
delray beach,FL,triangle,bright&#44 orange triangle in the sky,2011
deltona,FL,triangle,triangle craft in deltona fl,2005
destin,FL,triangle,Triangular vessel with 3 bubble-like shapes encompassed the bottom at each angle. No lights. No Sound. Floating easily low in sky.,2007
destin,FL,triangle,100 ft within the Okaloosa-Walton County line located on Highway 98&#44 seven miles from Eglin AFB. 0420 hours I witnessed a triangular sh,2008
destin,FL,triangle,While vacationing in Florida&#44 I took a picture of a sunset. After the film was developed&#44 an object was visible in the photo.,1999
dunedin,FL,triangle,UFO&#39s over Dunedin&#44 FL nightly.  ((NUFORC Note:  We do not know what the witness is observing.  PD)),2010
dunedin,FL,triangle,I saw a strange black triangle with a silver circle in the middle&#44 it flew by my house&#44 maybe two of them.,2009
dunedin,FL,triangle,Slow hardly no sound huge in size low flying,2007
edgewater,FL,triangle,Fadeing star triangle craft,2001
flagler beach,FL,triangle,A very large vertical triangle shape of orange lights slowly moving by until they faded out. Flagler Beach&#44 FL,2012
flagler beach,FL,triangle,A silent triangle close enough to hit with a thrown object,1990
floral city,FL,triangle,((NUFORC Note:  Missile launch at 2055 hrs (EDT).  PD))   Triangular object traveling fast towards Tampa,2005
fort lauderdale,FL,triangle,Very dim v shape object travelinf sw fast across the sky in Ft Lauderdale 2/22/07 8:25pm,2007
fort lauderdale,FL,triangle,Small triangular objects seen near i-595 in fort lauderdale floating.,2001
fort lauderdale,FL,triangle,It had no running lights and did not make a sound.,2003
fort lauderdale,FL,triangle,red blinking object..very small moving at steady speed..then vanished,2008
fort lauderdale,FL,triangle,Sighting of 3 lights in northern sky.  ((NUFORC Note:  Titan 4 launch from Cape Canaveral.  PD)),2003
fort pierce,FL,triangle,Three bright lights over Fort Pierce&#44 Florida.,2004
fort walton beach,FL,triangle,Black triangle flying low over northwestern Florida.,2009
fort walton beach,FL,triangle,Craft was hovering over an area at the edge of Eglin Air Force base runway.  Craft was triangle with bright lights at bottom and maneuv,2004
fort walton beach,FL,triangle,Second triangle craft near Eglin AFB Spotted.,2009
fort walton beach,FL,triangle,deep red pulsating triangles flying over Ft. Walton Beach,2002
ft. lauderdale,FL,triangle,Stationary triangle shaped light seen over Ft. Lauderdale beach area. Seen east (away from the sea). Estimated altitude 3&#44000 feet.,2007
gainesville,FL,triangle,Short sighting of UFO,2005
gainesville,FL,triangle,April 4&#44 2008&#44 10:14 pm&#44 triangular formation of white lights forming one solid object over night sky in Gainesville&#44 FL.,2008
gainesville,FL,triangle,An equilateral triangle with a red glowing light on each corner (one each corner--three total. solid sillouette dark shape about the si,1967
gainesville,FL,triangle,Viewed a delta shaped craft in the SE sky traveling south&#44 craft made no noise and flew smoothly before banking and disappearing,1998
gainesville,FL,triangle,odd triangle shaped craft&#44 flying low and slow&#44 had dim red lights.,2009
gainesville,FL,triangle,Three lights in the sky that didn&#39t look like plane,2013
gainesville,FL,triangle,Slow moving low flying black triangle with dim star-like lights,2005
gainesville,FL,triangle,((HOAX??))  Camouflaged UFO,2011
geneva,FL,triangle,A triangular shaped UFO lined with red lights that went on and off at 3 second intervals.,2012
gibsonton,FL,triangle,Black Triangle with white dots on each of the triangles angles viewed in riverview,2008
gulf breeze,FL,triangle,It was a yellow triangular craft that came over my home. They flew over for about five minutes and then vanished. There was a loud scre,2009
gulf breeze,FL,triangle,Triangular shape object with five white light in a triangular formation beneath object structure.,2008
havana,FL,triangle,Trianglar craft hovering in sky with light pattern changed.,2007
hernando,FL,triangle,well i was over a friends house i was 15 years old. i have a telescope and we were looking at the moon it was a clear night and fule mo,1995
high springs,FL,triangle,Object aproxamitly 200ft high and moving slowly over me and a friend in High Springs Florida.,2007
hobe sound,FL,triangle,Triangular Object Photographed -- Not Noticed at the Time,2003
hollywood,FL,triangle,We saw a triangular shaped object&#44 that was very far in space.  It appeared to have blinking lights in an oval shape to one end.,2006
hollywood,FL,triangle,Triangular&#44 bright flashing purple and green lights&#44 moving much faster than any plane.,2007
hollywood,FL,triangle,((HOAX??))  No sound and vary low flying,2007
holopaw,FL,triangle,UFO spotted on 192  in Holopaw.,2008
homestead,FL,triangle,triangle lights with a flash slow moving no sound,1995
hudson,FL,triangle,STRANGE HUM WITH STATIC  FROM THREE TRIANGULAR SHAPES,2006
indian rocks beach,FL,triangle,3 rust red bulbs of light in triangle form cruising just off the beach&#44 Indian Rocks beach Florida. Aug/2010,2010
jacksonville,FL,triangle,A nighttime triangle type craft.,2001
jacksonville,FL,triangle,Triangle shaped craft hovering about 70ft at old kings and baymeadows-quiet hissing sound.,2000
jacksonville,FL,triangle,A triangle with bright white lights at each point and red flickering light in the middle. Lasted about 40min.,2007
jacksonville,FL,triangle,I saw object but my family did not even though they were with me.,1988
jacksonville,FL,triangle,WHILE WALKING ON ATLANTIC BOULEVARD IN JACKSONVILLE I WITNESSED A BOOMERANG SHAPED OBJECT ALMOST COLLIDE WITH A COMMERCIAL AIRLINER,1975
jacksonville,FL,triangle,I was driving down i-95 south and just over the trees on the right I saw a triangle UFO with one light up top a few on the bottom and a,2001
jacksonville,FL,triangle,Triangle over the St John&#39s River,2010
jacksonville,FL,triangle,extremely fast triangle shape object with one light on rear comes to a sudden stop&#44 then seems to shoot out of sight,1952
jacksonville,FL,triangle,Saw a triangle shaped object traverse sky on very clear night,1983
jacksonville,FL,triangle,Dark triangle shape with v-shaped lights over the St Johns River.,2005
jacksonville,FL,triangle,taking a picture of night blooming cereus cactus at 9pm. craft came from north over ranche style house. lots were one quarter acre. hov,1974
jacksonville,FL,triangle,Large&#44 silent&#44 triangles in Jacksonville&#44 FL,2008
